# Copyright (c) 1966-2016 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2016-10-01
# See end of file for additional documentation on specific fields
# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	Mim Number	Gene Symbols	Gene Name	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
chr15	50241944	50266048	15q21.2		142704	HDC	Histidine decarboxylase	HDC	3067	ENSG00000140287		{Gilles de la Tourette syndrome, susceptibility to}, 137580 (3), Autosomal dominant	Hdc (MGI:96062)
chr15	50277191	50355428	15q21.2		600610	GABPB, BABPB2, GABPB1, E4TF1B, NRF2B1	GA-binding protein transcription factor, beta subunit	GABPB1	2553	ENSG00000104064			Gabpb1 (MGI:95611)
chr15	50424358	50501082	15q21.2		603158	USP8, HUMORF8	Ubiquitin-specific protease 8	USP8	9101	ENSG00000138592			Usp8 (MGI:1934029)
chr15	50557157	50686834	15q21.2		605692	TRPM7, LTRPC7, CHAK, ALSPDC	Transcient receptor potential cation channel, subfamily M, member 7	TRPM7	54822	ENSG00000092439		{Amyotrophic lateral sclerosis-parkinsonism/dementia complex, susceptibility to}, 105500 (3), Autosomal dominant	Trpm7 (MGI:1929996)
chr15	50702265	50765712	15q21.2		608238	SPPL2A, IMP3	Signal peptide peptidase-like 2A	SPPL2A	84888	ENSG00000138600			Sppl2a (MGI:1913802)
chr15	50908568	51005899	15q21.2		607244	AP4E1, SPG51, CPSQ4, STUT1	Adaptor-related protein complex 4, epsilon-1 subunit	AP4E1	23431	ENSG00000081014		Spastic paraplegia 51, autosomal recessive, 613744 (3), Autosomal recessive; Stuttering, familial persistent, 1, 184450 (3), Autosomal dominant	Ap4e1 (MGI:1336993)
chr15	51056595	51105275	15q21.2		616438	TNFAIP8L3, TIPE3	Tumor necrosis factor-alpha-induced protein 8-like 3	TNFAIP8L3	388121	ENSG00000183578			Tnfaip8l3 (MGI:2685363)
chr15	51208056	51338597	15q21.2		107910	CYP19A1, CYP19, ARO	Cytochrome P450, family 19, subfamily A, polypeptide 1 (aromatization of androgens)	CYP19A1	1588	ENSG00000137869	close to CYP11 in mouse	Aromatase deficiency, 613546 (3); Aromatase excess syndrome, 139300 (3), Autosomal dominant	Cyp19a1 (MGI:88587)
chr15	51341515	51413364	15q21.2		608603	GLDN, CRGL2	Gliomedin	GLDN	342035	ENSG00000186417			Gldn (MGI:2388361)
chr15	51447723	51622832	15q21.2		612186	DMXL2, RC3, KIAA0856, PEPNS	DMX-like 2	DMXL2	23312	ENSG00000104093	mutation identified in 1 PEPNS family	?Polyendocrine-polyneuropathy syndrome, 616113 (3), Autosomal recessive	Dmxl2 (MGI:2444630)
chr15	51681352	51721025	15q21.2		611796	SCG3	Secretogranin III	SCG3	29106	ENSG00000104112			Scg3 (MGI:103032)
chr15	51751560	51816362	15q21.2		602928	TMOD2	Tropomodulin 2, neuronal	TMOD2	29767	ENSG00000128872			Tmod2 (MGI:1355335)
chr15	51829627	51912137	15q21.2		605112	TMOD3	Tropomodulin 3	TMOD3	29766	ENSG00000138594			Tmod3 (MGI:1355315)
chr15	51938023	51971800	15q21.2		610507	LEO1, RDL	LEO1 RNA polymerase II associated factor, S. cerevisiae, homolog of	LEO1	123169	ENSG00000166477			Leo1 (MGI:2685031)
chr15	52109262	52112774	15q21.2		606910	BCL2L10	BCL2-like 10	BCL2L10	10017	ENSG00000137875			Bcl2l10 (MGI:1330841)
chr15	52120925	52191367	15q21.2		604447	GNB5, GB5	Guanine nucleotide-binding protein, beta-5	GNB5	10681	ENSG00000069966			Gnb5 (MGI:101848)
chr15	52192317	52295797	15q21.2		610022	MYO5C	Myosin Vc	MYO5C	55930	ENSG00000128833			Myo5c (MGI:2442485)
chr15	52307282	52529049	15q21.2		160777	MYO5A, MYH12, GS1	Myosin Va	MYO5A	4644	ENSG00000197535		Griscelli syndrome, type 1, 214450 (3), Autosomal recessive	Myo5a (MGI:105976)
chr15	52547044	52569445	15q21.2		605487	ARPP19, ARPP16	cAMP-regulated phosphoprotein, 19kD	ARPP19	10776	ENSG00000128989			Arpp19 (MGI:1891691)
chr15	52756962	52790263	15q21.3		604164	ONECUT1, HNF6A, HNF6	One cut domain, family member 1 (hepatocyte nuclear factor 6-alpha)	ONECUT1	3175	ENSG00000169856			Onecut1 (MGI:1196423)
chr15	53513740	53762877	15q21.3		613214	WDR72, AI2A3	WD repeat-containing protein 72	WDR72	256764	ENSG00000166415		Amelogenesis imperfecta, type IIA3, 613211 (3), Autosomal recessive	Wdr72 (MGI:3583957)
chr15	53837572	54628607	15q21.3		614568	UNC13C	Unc13, C. elegans, homolog of, C	UNC13C	440279	ENSG00000137766			Unc13c (MGI:2149021)
chr15	55181313	55197032	15q21.3		613262	RSL24D1, RLP24	Ribosomal protein L24 domain-containing protein 1	RSL24D1	51187	ENSG00000137876			Rsl24d1 (MGI:2681840)
chr15	55202965	55291187	15q21.3		603868	RAB27A, RAM, GS2	Ras-associated protein RAB27A	RAB27A	5873	ENSG00000069974		Griscelli syndrome, type 2, 607624 (3), Autosomal recessive	Rab27a (MGI:1861441)
chr15	55318934	55355647	15q21.3		604122	PIGB	Phosphatidylinositol glycan, class B	PIGB	9488	ENSG00000069943			Pigb (MGI:1891825)
chr15	55355222	55408509	15q21.3		611326	CCPG1, KIAA1254, CPR8	Cell cycle progression 1	CCPG1	9236	ENSG00000260916			Ccpg1 (MGI:1196419)
chr15	55417754	55508233	15q21.3		608706	DYX1C1, DYXC1, DYX1, CILD25	Dyslexia susceptibility 1 candidate 1	DYX1C1	161582	ENSG00000256061	not confirmed by some studies	Ciliary dyskinesia, primary, 25, 615482 (3), Autosomal recessive; {Dyslexia, susceptibility to, 1}, 127700 (3), Autosomal dominant	Dyx1c1 (MGI:1914935)
chr15	55611539	55743648	15q21.3		613261	PRTG	Protogenin, chicken, homolog of	PRTG	283659	ENSG00000166450			Prtg (MGI:2444710)
chr15	55826916	55993745	15q21.3		602278	NEDD4	Neural precursor cell expressed, developmentally downregulated-4	NEDD4	4734	ENSG00000069869			
chr15	56090532	56247653	15q21.3		612660	RFX7, RFXDC2	Regulatory factor X, 7	RFX7	64864	ENSG00000181827			Rfx7 (MGI:2442675)
chr15	56428730	56465136	15q21.3		610766	MNS1, FLJ11222	Meiosis-specific nuclear structural protein 1	MNS1	55329	ENSG00000138587			Mns1 (MGI:107933)
chr15	56918089	57291260	15q21.3		600480	TCF12, HTF4, CRS3	Transcription factor-12 (HTF4, helix-loop-helix transcription factors-4)	TCF12	6938	ENSG00000140262		Craniosynostosis 3, 615314 (3), Autosomal dominant	Tcf12 (MGI:101877)
chr15	57376486	57550726	15q21.3		607856	CGNL1, FLJ14957, KIAA1749	Cingulin-like 1	CGNL1	84952	ENSG00000128849			Cgnl1 (MGI:1915428)
chr15	57591903	57685363	15q21.3		614071	GUP, GCOM1, MYOZAP	GRINL1A complex locus upstream gene	MYZAP	100820829	ENSG00000263155			Myzap (MGI:2142908)
chr15	57706520	57717556	15q21.3		606485	POLR2M, GDOWN, GRINL1A	Polymerase II, RNA, subunit M	POLR2M	81488	ENSG00000255529			Polr2m (MGI:107282)
chr15	57953423	58065922	15q21.3		603687	ALDH1A2, RALDH2	Aldehyde dehydrogenase 1 family, member A2 (retinaldehyde dehydrogenase 2)	ALDH1A2	8854	ENSG00000128918			Aldh1a2 (MGI:107928)
chr15	58138168	58185910	15q21.3		602914	AQP9	Aquaporin 9	AQP9	366	ENSG00000103569			Aqp9 (MGI:1891066)
chr15	58410753	58568951	15q21.3		151670	LIPC, HL, LIPH, HDLCQ12	Lipase, hepatic	LIPC	3990	ENSG00000166035		{Diabetes mellitus, noninsulin-dependent}, 125853 (3), Autosomal dominant; Hepatic lipase deficiency, 614025 (3), Autosomal recessive; [High density lipoprotein cholesterol level QTL 12], 612797 (3)	Lipc (MGI:96216)
chr15	58595203	58749977	15q21.3		602192	ADAM10, MADM, RAK, AD18	A disintegrin and metalloprotease domain 10	ADAM10	102	ENSG00000137845		{Alzheimer disease 18, susceptibility to}, 615590 (3); Reticulate acropigmentation of Kitamura, 615537 (3), Autosomal dominant	Adam10 (MGI:109548)
chr15	58800000	78000000		15q22-q24	611274	GLC1N	Glaucoma 1, open angle, N	GLC1N	777645		max lod at D15S125	Glaucoma 1, open angle, N, 611274 (2)	
chr15	58800000	72400000		15q22-q23	612632	USH1H	Usher syndrome, type 1H	USH1H	100271837		max lod at D15S980	Usher syndrome, type 1H, 612632 (2)	
chr15	58987587	59097418	15q22.1-q22.2		605840	RNF111	Ring finger protein 111	RNF111	54778	ENSG00000157450			Rnf111 (MGI:1934919)
chr15	59105084	59125044	15q22.2		602755	CCNB2	Cyclin B2	CCNB2	9133	ENSG00000157456			Ccnb2 (MGI:88311)
chr15	59135968	59372871	15q22.2		601479	MYO1E, MYO1C, FSGS6	Myosin IE	MYO1E	4643	ENSG00000157483		Glomerulosclerosis, focal segmental, 6, 614131 (3), Autosomal recessive	Myo1e (MGI:106621)
chr15	59611782	59620010	15q22.2		606836	GCNT3	Glucosaminyl (N-acetyl) transferase 3, mucin-type	GCNT3	9245	ENSG00000140297			Gcnt3 (MGI:1919327)
chr15	59638061	59657540	15q22.2		600519	GTF2A2, TF2A2	General transcription factor IIA, gamma subunit	GTF2A2	2958	ENSG00000140307	pseudogenes on chr. 1, 8, 9		Gtf2a2 (MGI:1933289)
chr15	59659145	59689533	15q22.2		603292	BNIP2, NIP2	BCL2/adenovirus E1B 19kD protein-interacting protein 2	BNIP2	663	ENSG00000140299			Bnip2 (MGI:109327)
chr15	60347150	60398024	15q22.2		151740	ANXA2, ANX2L4, LPC2D, LIP2	Annexin A2 (lipocortin I)	ANXA2	302	ENSG00000182718	pseudogenes ANX2P1 on 4q21-q31; ANX2P2 on 9p13; ANX2P3 on 10q24-q22		Anxa2 (MGI:88246)
chr15	60419608	60479159	15q22.2		610835	NARG2	NMDA receptor-regulated 2	ICE2	79664	ENSG00000128915	pseudogenes on chr.4 and chr.3		Ice2 (MGI:2135947)
chr15	60488283	61229302	15q22.2		600825	RORA	RAR-related orphan receptor A	RORA	6095	ENSG00000069667			Rora (MGI:104661)
chr15	61852388	62060464	15q22.2		608879	VPS13C, KIAA1421, PARK23	Vacuolar protein sorting 13, yeast, homolog of, C	VPS13C	54832	ENSG00000129003		Parkinson disease 23, autosomal recessive, early onset, 616840 (3), Autosomal recessive	Vps13c (MGI:2444207)
chr15	62066976	62070916	15q22.2		610343	C2CD4A, NLF1	C2 calcium-dependent domain containing 4A	C2CD4A	145741	ENSG00000198535			C2cd4a (MGI:3645763)
chr15	62163534	62165731	15q22.2		610344	C2CD4B, NLF2	C2 calcium-dependent domain containing 4B	C2CD4B	388125	ENSG00000205502			C2cd4b (MGI:1922947)
chr15	62390526	62844630	15q22.2		607349	TLN2, KIAA0320	Talin 2	TLN2	83660	ENSG00000171914			Tln2 (MGI:1917799)
chr15	62823956	62824040	15q22.2		615845	MIR190A	Micro RNA 190A	MIR190A	406965	ENSG00000211137			
chr15	63042195	63071914	15q22.2		191010	TPM1, CMH3, CMD1Y , LVNC9	Tropomyosin 1, alpha	TPM1	7168	ENSG00000140416		Cardiomyopathy, dilated, 1Y, 611878 (3), Autosomal dominant; Cardiomyopathy, hypertrophic, 3, 115196 (3), Autosomal dominant; Left ventricular noncompaction 9, 611878 (3), Autosomal dominant	
chr15	63121799	63142064	15q22.2		608440	LACTB	Lactamase, beta	LACTB	114294	ENSG00000103642			Lactb (MGI:1933395)
chr15	63153339	63157541	15q22.2		612055	RPS27L	Ribosomal protein S27-like	RPS27L	51065	ENSG00000185088			Rps27l (MGI:1915191)
chr15	63189528	63267775	15q22.2		613532	RAB8B	Ras-associated protein RAB8B	RAB8B	51762	ENSG00000166128			Rab8b (MGI:2442982)
chr15	63277518	63309125	15q22.2		607630	APH1B	Anterior pharynx defective 1, C. elegans, homolog of, B	APH1B	83464	ENSG00000138613			Aph1b (MGI:3522097)
chr15	63321377	63382165	15q22.2		603263	CA12	Carbonic anhydrase XII	CA12	771	ENSG00000074410		Hyperchlorhidrosis, isolated, 143860 (3), Autosomal recessive	Car12 (MGI:1923709)
chr15	63504510	63594639	15q22.31		604728	USP3	Ubiquitin-specific protease 3	USP3	9960	ENSG00000140455			Usp3 (MGI:2152450)
chr15	63596224	63608897	15q22.31		609088	FBXL22, FBL22	F-box and leucine-rich repeat protein 22	FBXL22	283807	ENSG00000197361			
chr15	63608617	63833963	15q22.31		605109	HERC1, MDFPMR	HECT domain and RCC1-like domain 1	HERC1	8925	ENSG00000103657		Macrocephaly, dysmorphic facies, and psychomotor retardation, 617011 (3), Autosomal recessive	Herc1 (MGI:2384589)
chr15	63907035	64046469	15q22.31		616567	DAPK2, DRP1	Death-associated protein kinase 2	DAPK2	23604	ENSG00000035664			Dapk2 (MGI:1341297)
chr15	64094070	64144233	15q22.31		601272	SNX1, SNX1A	Sorting nexin 1	SNX1	6642	ENSG00000028528			Snx1 (MGI:1928395)
chr15	64155814	64163154	15q22.31		123841	PPIB, CYPB, OI9	Peptidyl-prolyl isomerase B	PPIB	5479	ENSG00000166794		Osteogenesis imperfecta, type IX, 259440 (3), Autosomal recessive	Ppib (MGI:97750)
chr15	64165516	64356242	15q22.31		606274	CSNK1G1	Casein kinase I, gamma-1	CSNK1G1	53944	ENSG00000169118			Csnk1g1 (MGI:2660884)
chr15	64364993	64387686	15q22.31		610696	PAF, OEATC1, KIAA0101	PCNA-associated factor, 15kD	KIAA0101	9768	ENSG00000166803			2810417H13Rik (MGI:1915276)
chr15	64387803	64455302	15q22.31		604501	TRIP4, ASC1, SMABF1, MDCDC	Thyroid hormone receptor interactor 4	TRIP4	9325	ENSG00000103671	mutation identified in 1 MDCDC family	?Muscular dystrophy, congenital, Davignon-Chauveau type, 617066 (3), Autosomal recessive; Spinal muscular atrophy with congenital bone fractures 1, 616866 (3), Autosomal recessive	Trip4 (MGI:1928469)
chr15	64687573	64703280	15q22.31		604152	OAZ2	Ornithine decarboxylase antizyme 2	OAZ2	4947	ENSG00000180304			Oaz2 (MGI:109492)
chr15	64815629	64827172	15q22.31		610953	PIF1, PIF	Pif1, S. cerevisiae, homolog of	PIF1	80119	ENSG00000140451			Pif1 (MGI:2143057)
chr15	64963020	64989945	15q22.31		608181	ACP33, MAST, SPG21	Acidic cluster protein, 33kD, (maspardin)	SPG21	51324	ENSG00000090487		Mast syndrome, 248900 (3), Autosomal recessive	Spg21 (MGI:106403)
chr15	65001511	65029638	15q22.31		611766	MTFMT, COXPD15	Mitochondrial methionyl-tRNA formyltransferase	MTFMT	123263	ENSG00000103707		Combined oxidative phosphorylation deficiency 15, 614947 (3), Autosomal recessive	Mtfmt (MGI:1916856)
chr15	65045369	65053395	15q22.31		612085	OSTB	Organic solute transporter, beta	SLC51B	123264	ENSG00000186198			Slc51b (MGI:3582052)
chr15	65076815	65079937	15q22.31		613727	KBTBD13, NEM6	Kelch repeat and BTB/POZ domains-containing protein 13	KBTBD13	390594	ENSG00000234438		Nemaline myopathy 6, autosomal dominant, 609273 (3), Autosomal dominant	Kbtbd13 (MGI:1921742)
chr15	65117378	65133835	15q22.31		608138	PDCD7	Programmed cell death 7	PDCD7	10081	ENSG00000090470			Pdcd7 (MGI:1859170)
chr15	65148218	65185419	15q22.31		615611	CLPX	Caseinolytic mitochondrial matrix peptidase chaperone subunit	CLPX	10845	ENSG00000166855			Clpx (MGI:1346017)
chr15	65195998	65211607	15q22.31		603489	CILP	Cartilage intermediate layer protein	CILP	8483	ENSG00000138615		{Lumbar disc disease, susceptibility to}, 603932 (3)	Cilp (MGI:2444507)
chr15	65296050	65296166	15q22.31		180691	RNU5A, RNU5	RNA, U5A small nuclear	RNU5A-1	26831	ENSG00000199568			
chr15	65327126	65378039	15q22.31		604184	PUNC	Putative neuronal cell adhesion molecule	IGDCC3	9543	ENSG00000174498			Igdcc3 (MGI:1202390)
chr15	65381479	65423071	15q22.31		616810	IGDCC4, NOPE, KIAA1628	Immunoglobulin superfamily, DCC subclass, member 4	IGDCC4	57722	ENSG00000103742			Igdcc4 (MGI:1858497)
chr15	65442462	65517712	15q22.31		606819	DPP8	Dipeptidyl peptidase 8	DPP8	54878	ENSG00000074603			Dpp8 (MGI:1921638)
chr15	65530488	65578354	15q22.31		615940	PTPLAD1, BIND1, HACD3	Protein tyrosine phosphatase-like A domain-containing protein 1	HACD3	51495	ENSG00000074696			Hacd3 (MGI:1889341)
chr15	65611404	65660994	15q22.31		603617	SLC24A1, NCKX1, CSNB1D	Solute carrier family 24 (sodium/potassium/calcium exchanger), member 1	SLC24A1	9187	ENSG00000074621		Night blindness, congenital stationary (complete), 1D, autosomal recessive, 613830 (3), Autosomal recessive	Slc24a1 (MGI:2384871)
chr15	65659122	65792292	15q22.31		600382	DENND4A	DENN/MADD domain containing 4A	DENND4A	10260	ENSG00000174485			Dennd4a (MGI:2142979)
chr15	65869458	65891990	15q22.31		605570	RAB11A	Ras family, member RAB11A	RAB11A	8766	ENSG00000103769			Rab11a (MGI:1858202)
chr15	65895295	66253736	15q22.31		612454	MEGF11, KIAA1781	Multiple epidermal growth factor-like domains 11	MEGF11	84465	ENSG00000277848			Megf11 (MGI:1920951)
chr15	66293256	66333897	15q22.31		614183	DIS3L, DIS3L1, KIAA1955	Dis3 mitotic control, S. cerevisiae, homolog-like	DIS3L	115752	ENSG00000166938			Dis3l (MGI:2143272)
chr15	66334975	66386786	15q22.31		610716	TIPIN	Timeless-interacting protein	TIPIN	54962	ENSG00000075131			Tipin (MGI:1921571)
chr15	66386872	66491543	15q22.31		176872	MAP2K1, PRKMK1, MKK1, MEK1, CFC3	Mitogen-activated protein kinase kinase 1	MAP2K1	5604	ENSG00000169032	pseudogene on 8p21	Cardiofaciocutaneous syndrome 3, 615279 (3)	Map2k1 (MGI:1346866)
chr15	66490327	66497807	15q22.31		605979	SNAPC5, SNAP19	Small nuclear RNA-activating protein complex, polypeptide 5	SNAPC5	10302	ENSG00000174446			Snapc5 (MGI:1914282)
chr15	66499314	66504854	15q22.31		180479	RPL4	Ribosomal protein L4	RPL4	6124	ENSG00000174444			Rpl4 (MGI:1915141)
chr15	66505082	66549484	15q22.31		609984	ZWILCH	Zwilch, Drosophila, homolog of	ZWILCH	55055	ENSG00000174442			Zwilch (MGI:1915264)
chr15	66547467	66566024	15q22.31		617060	LCTL, KLG, KLPH	Lactase-like protein	LCTL	197021	ENSG00000188501			Lctl (MGI:2183549)
chr15	66702109	66781999	15q22.31		602931	SMAD6, MADH6, AOVD2	Mothers against decapentaplegic, Drosophila, homolog of, 6	SMAD6	4091	ENSG00000137834		Aortic valve disease 2, 614823 (3), Autosomal dominant	Smad6 (MGI:1336883)
chr15	66900000	67000000		15q22.32	612579	STQTL16	Stature quantitative trait locus 16		100270802		associated with rs8038652	{Stature QTL 16}, 612579 (2)	
chr15	67065697	67195194	15q22.33		603109	SMAD3, MADH3, LDS3	Mothers against decapentaplegic, Drosophila, homolog of, 3	SMAD3	4088	ENSG00000166949		Loeys-Dietz syndrome 3, 613795 (3), Autosomal dominant	Smad3 (MGI:1201674)
chr15	67200000	101991189		15q23-q26.3	607248	GLM4	Glioma susceptibility 4		338030		max lod at D15S130	{Glioma susceptibility 4}, 607248 (2)	
chr15	67200674	67255197	15q23		614888	AAGAB, p34, PPKP1A, PPKP1, KPPP1	Alpha- and gamma-adaptin-binding protein	AAGAB	79719	ENSG00000103591		Keratoderma, palmoplantar, punctate type IA, 148600 (3), Autosomal dominant	Aagab (MGI:1914189)
chr15	67254771	67501803	15q23		612523	IQCH, NYDSP5	IQ motif-containing protein H	IQCH	64799	ENSG00000103599			Iqch (MGI:1925500)
chr15	67542605	67807116	15q23		602520	MAP2K5, PRKMK5, MEK5, MAPKK5	Mitogen-activated protein kinase kinase 5	MAP2K5	5607	ENSG00000137764			Map2k5 (MGI:1346345)
chr15	67819703	67834560	15q23		611273	LBXCOR1, CORL1	LBX1 corepressor 1, mouse, homolog of	SKOR1	390598	ENSG00000188779			
chr15	67839939	67840044	15q23		180692	RNU6-1, RNU6A, RNU6	RNA, U6 small nuclear 1	RNU6-1	26827	ENSG00000206625			
chr15	68054178	68191463	15q23		603566	PIAS1, DDXBP1, GBP	protein inhibitor of activated STAT, 1	PIAS1	8554	ENSG00000033800			Pias1 (MGI:1913125)
chr15	68206991	68229741	15q23		606725	CLN6, CLN4A	CLN6 gene	CLN6	54982	ENSG00000128973		Ceroid lipofuscinosis, neuronal, 6, 601780 (3), Autosomal recessive; Ceroid lipofuscinosis, neuronal, Kufs type, adult onset, 204300 (3), Autosomal recessive	Cln6 (MGI:2159324)
chr15	68277802	68295864	15q23		613539	FEM1B, KIAA0396	Fem1, C. elegans, homolog of, B	FEM1B	10116	ENSG00000169018			Fem1b (MGI:1335087)
chr15	68297432	68432311	15q23		604789	ITGA11	Integrin, alpha-11	ITGA11	22801	ENSG00000137809			Itga11 (MGI:2442114)
chr15	68518372	68727805	15q23		605002	CORO2B, CLIPINC	Coronin 2B	CORO2B	10391	ENSG00000103647			Coro2b (MGI:2444283)
chr15	68778534	68820921	15q23		600832	ANP32A, PHAP1	Acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	ANP32A	8125	ENSG00000140350			
chr15	68930499	69057160	15q23		606572	NOX5	NADPH oxidase 5	NOX5	79400	ENSG00000255346			
chr15	68930499	68946810	15q23		609399	SPESP1	Sperm equatorial segment protein 1	SPESP1	246777	ENSG00000258484			Spesp1 (MGI:1913962)
chr15	69080849	69095823	15q23		616492	EWSAT1, LINC00277	Ewing sarcoma-associated transcript 1, noncoding	EWSAT1	283673	ENSG00000212766			
chr15	69160554	69272208	15q23		612134	GLCE, HSEPI, KIAA0836	Glucuronic acid epimerase	GLCE	26035	ENSG00000138604			Glce (MGI:2136405)
chr15	69284133	69407636	15q23		607781	PAQR5, MPRG	Progestin and ADIPOQ receptor family, member 5	PAQR5	54852	ENSG00000137819			Paqr5 (MGI:1921340)
chr15	69414245	69448426	15q23		605064	KIF23, KNSL5, MKLP1	Kinesin family member 23	KIF23	9493	ENSG00000137807			Kif23 (MGI:1919069)
chr15	69452819	69455544	15q23		180520	RPLP1	Ribosomal phosphoprotein, Large, P1	RPLP1	6176	ENSG00000137818			
chr15	69561719	69571439	15q23		616387	DRAIC	Downregulated RNA in androgen-independent cells, noncoding	DRAIC	145837				
chr15	69592199	69695749	15q23		616273	PCAT29	Prostate cancer-associated transcript 29, noncoding	PCAT29	104472713				
chr15	70047789	70097934	15q23		600190	TLE3, ESG	Transducin-like enhancer of split 3, homolog of Drosophila a E(spl)	TLE3	7090	ENSG00000140332			Tle3 (MGI:104634)
chr15	70654553	70778822	15q23		612516	UACA, NUCLING	Uveal autoantigen with coiled-coil domains and ankyrin repeats	UACA	55075	ENSG00000137831			Uaca (MGI:1919815)
chr15	70831523	70854264	15q23		611300	LARP6, ACHN	La ribonucleoprotein domain family, member 6	LARP6	55323	ENSG00000166173			Larp6 (MGI:1914807)
chr15	70881341	70892432	15q23		612538	THAP10	THAP domain-containing protein 10	THAP10	56906	ENSG00000129028			
chr15	71115615	71783382	15q23		614476	THSD4, ADAMTSL6	Thrombospondin type-1 domain-containing 4	THSD4	79875	ENSG00000187720			Thsd4 (MGI:2672033)
chr15	71810547	71818258	15q23		604485	NR2E3, PNR, ESCS, RP37	Nuclear receptor subfamily 2, group E, member 3	NR2E3	10002	ENSG00000278570	near BBS4	Enhanced S-cone syndrome, 268100 (3), Autosomal recessive; Retinitis pigmentosa 37, 611131 (3), Autosomal recessive, Autosomal dominant	Nr2e3 (MGI:1346317)
chr15	71822289	72118576	15q23		604875	MYO9A	Myosin IXa	MYO9A	4649	ENSG00000066933			Myo9a (MGI:107735)
chr15	72114257	72143687	15q23		608659	SENP8, NEDP1, DEN1	Sentrin-specific protease family, member 8	SENP8	123228	ENSG00000166192			Senp8 (MGI:1918849)
chr15	72199028	72231623	15q23		179050	PKM, PKM2, PK3, PKM2, THBP1	Pyruvate kinase, muscle	PKM	5315	ENSG00000067225			Pkm (MGI:97591)
chr15	72284726	72320183	15q23		612681	CELF6, BRUNOL6	CUGbp- and ELAV-like family, member 6	CELF6	60677	ENSG00000140488			
chr15	72343434	72376472	15q23		606869	HEXA, TSD	Hexosaminidase A, alpha polypeptide	HEXA	3073	ENSG00000213614	on 15q+ in APL	GM2-gangliosidosis, several forms, 272800 (3), Autosomal recessive; [Hex A pseudodeficiency], 272800 (3), Autosomal recessive; Tay-Sachs disease, 272800 (3), Autosomal recessive	Hexa (MGI:96073)
